C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_000.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_000.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_000.jpg,0,0,0,19.68481
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_070.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_070.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_070.jpg,0,0,0,19.52651
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_137.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_137.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_137.jpg,0,0,0,19.4086
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_210.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_210.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_210.jpg,0,0,0,19.2525
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_277.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_277.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_277.jpg,0,0,0,19.13633
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_347.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_347.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_347.jpg,0,0,0,19.02069
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_419.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_419.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_419.jpg,0,0,0,18.86767
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_487.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_487.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_487.jpg,0,0,0,18.75407
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_555.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_555.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_555.jpg,0,0,0,18.60347
C:\Users\User\Desktop\TrainingData\IMG\center_2020_11_28_07_38_13_624.jpg,C:\Users\User\Desktop\TrainingData\IMG\left_2020_11_28_07_38_13_624.jpg,C:\Users\User\Desktop\TrainingData\IMG\right_2020_11_28_07_38_13_624.jpg,0,0,0,18.48999
